"word1","freq"
"storing",4
"strangely",4
"strawberries",4
"stressful",4
"strict",4
"stripes",4
"strips",4
"strive",4
"structures",4
"stuart",4
"stubborn",4
"stunt",4
"stupidity",4
"subs",4
"subsequently",4
"subsidies",4
"substantive",4
"substitute",4
"sufficient",4
"sugars",4
"suggesting",4
"suites",4
"sullivan",4
"sums",4
"sun-times",4
"sung",4
"sunk",4
"sunlight",4
"supernatural",4
"supervision",4
"surfers",4
"surfing",4
"surveillance",4
"suspension",4
"suspicious",4
"sw",4
"sweep",4
"sweeter",4
"switched",4
"sydney",4
"tablets",4
"tackles",4
"tailor",4
"tallied",4
"tarp",4
"tart",4
"teaspoons",4
"tee",4
"telecommunications",4
"temptation",4
"tempting",4
"tenn",4
"tenth",4
"tents",4
"testify",4
"texans",4
"texted",4
"texting",4
"textures",4
"thai",4
"thanked",4
"thatd",4
"theology",4
"thirteen",4
"thoughtful",4
"threads",4
"three-point",4
"throne",4
"timeline",4
"timothy",4
"tin",4
"tinker",4
"titanic",4
"tj",4
"tomorrow’s",4
"tossed",4
"touches",4
"toughness",4
"trace",4
"traces",4
"trademark",4
"trailed",4
"traits",4
"transferred",4
"transfers",4
"translate",4
"translates",4
"transmission",4
"trauma",4
"tray",4
"trek",4
"tribal",4
"tribe",4
"tribute",4
"tricks",4
"trillion",4
"tripled",4
"trout",4
"trucks",4
"trunk",4
"trustees",4
"trusting",4
"turnout",4
"tutorials",4
"ty",4
"tyvek",4
"uc",4
"ucla",4
"ufffd",4
"undeniable",4
"undergraduate",4
"understands",4
"undertake",4
"unfamiliar",4
"unprecedented",4
"unrelated",4
"unsure",4
"upbeat",4
"upgrade",4
"uphold",4
"upscale",4
"urgent",4
"urging",4
"us”",4
"utilize",4
"vaccination",4
"vacuum",4
"vain",4
"validity",4
"valued",4
"vanity",4
"varsity",4
"varying",4
"vcu",4
"vendors",4
"verification",4
"verses",4
"versus",4
"veto",4
"viable",4
"vibrant",4
"vicious",4
"victoria",4
"villages",4
"villains",4
"vince",4
"vineyard",4
"violation",4
"viral",4
"virtue",4
"vital",4
"vitamin",4
"viva",4
"voluntary",4
"vouchers",4
"vous",4
"vowed",4
"voyage",4
"waffles",4
"wage",4
"waikiki",4
"ward",4
"warfare",4
"warmed",4
"warmest",4
"warmth",4
"wary",4
"watchin",4
"watered",4
"wee",4
"weeping",4
"weighed",4
"weighs",4
"weigh",4
"weinstein",4
"wendy",4
"westbound",4
"whipped",4
"whispered",4
"whoa",4
"widely",4
"wildly",4
"wiles",4
"wilson’s",4
"winding",4
"windsor",4
"windy",4
"withdrew",4
"wives",4
"woman’s",4
"womans",4
"wonderfully",4
"wordpress",4
"workin",4
"world”",4
"wounded",4
"wrestler",4
"wrinkled",4
"wu",4
"wwe",4
"xp",4
"yahoo",4
"yell",4
"yogurt",4
"zombie",4
"zucchini",4
"--top",3
"--white",3
"-acre",3
"-bats",3
"-brainer",3
"-conference",3
"-free",3
"-gallon",3
"-game",3
"-liter",3
"-pointer",3
"-related",3
"-season",3
"-something",3
"-style",3
"‘cause",3
"“’ve",3
"“anchor",3
"“let",3
"“love",3
"“maybe",3
"“old",3
"“sleeping",3
"“yeah",3
"“yes",3
"……",3
"abandon",3
"abbey",3
"aberdeen",3
"abide",3
"absurdity",3
"accessed",3
"accessories",3
"accidents",3
"acclimated",3
"accommodation",3
"accommodations",3
"accompanying",3
"accord",3
"accouterments",3
"accuse",3
"accusing",3
"ache",3
"acne",3
"acosta",3
"acquisitions",3
"activism",3
"acupuncture",3
"adapt",3
"adelaide",3
"adelman",3
"adequately",3
"adhd",3
"adjusted",3
"administrator",3
"admired",3
"admittedly",3
"adopting",3
"adp",3
"adrenaline",3
"adrien",3
"advertisements",3
"advises",3
"advisor",3
"affection",3
"affirm",3
"afloat",3
"aforementioned",3
"afternoons",3
"agencys",3
"agitation",3
"agreeable",3
"agricultural",3
"aides",3
"aids",3
"aiken",3
"aims",3
"airborne",3
"airports",3
"aisles",3
"ak",3
"ako",3
"alameda",3
"album’s",3
"alerts",3
"alfredo",3
"alien",3
"aliens",3
"allege",3
"allegiance",3
"allen’s",3
"allergic",3
"allergy",3
"alleviate",3
"allice",3
"allied",3
"almighty",3
"altercation",3
"alto",3
"amare",3
"amazingly",3
"ambassadors",3
"amend",3
"ameren",3
"america’s",3
"amounted",3
"amtrust",3
"anaesthetic",3
"anaheim",3
"analogies",3
"analyses",3
"anc",3
"anchoring",3
"andre",3
"andres",3
"angela",3
"anglada",3
"anglers",3
"annika",3
"announcer",3
"anticipate",3
"antics",3
"anyones",3
"api",3
"apostles",3
"appealed",3
"appetizers",3
"applause",3
"approaches",3
"approximately",3
"apt",3
"arabic",3
"arbitration",3
"arc",3
"architect",3
"argentina",3
"argentine",3
"arguably",3
"arise",3
"arlow",3
"armstrong",3
"arrange",3
"arrangements",3
"arsenal",3
"arthritis",3
"artisan",3
"ascension",3
"assad",3
"assads",3
"assaulted",3
"assembled",3
"assessed",3
"assignments",3
"assisted",3
"assures",3
"asthma",3
"astronomical",3
"atomic",3
"atrocities",3
"attaching",3
"attachment",3
"attempted",3
"attendants",3
"attracts",3
"au",3
"audited",3
"audition",3
"auditor",3
"auditorium",3
"audits",3
"automakers",3
"aventine",3
"averaging",3
"averse",3
"avert",3
"award-winning",3
"awash",3
"awfully",3
"awsome",3
"ax",3
"axe",3
"ay",3
"b-day",3
"babysitter",3
"bachelor",3
"bachelors",3
"backbone",3
"backlash",3
"backlog",3
"backwater",3
"badger",3
"baggy",3
"baked",3
"ballad",3
"ballet",3
"ballpark",3
"ballroom",3
"bandwagon",3
"bankers",3
"banners",3
"barber",3
"baron",3
"baseballs",3
"baseline",3
"baseman",3
"basements",3
"bash",3
"batch",3
"bathed",3
"bathtub",3
"batman",3
"batters",3
"bays",3
"bb",3
"bbm",3
"beaded",3
"beam",3
"beats",3
"beauties",3
"beauty”",3
"beck",3
"beckman",3
"bedtime",3
"begging",3
"beige",3
"beirut",3
"belated",3
"bel",3
"belongings",3
"beltran",3
"belts",3
"bennett",3
"berea",3
"berglund",3
"bestfriend",3
"bets",3
"betty",3
"beverages",3
"beyonce",3
"bf",3
"bg",3
"bias",3
"billions",3
"binder",3
"biological",3
"biology",3
"birdie",3
"bischoff",3
"bishop",3
"blackberries",3
"blackburn",3
"blackfriars",3
"blade",3
"blake",3
"blank",3
"blasted",3
"blasting",3
"blazers’",3
"blazer",3
"blender",3
"bloated",3
"bloom",3
"blossoms",3
"blows",3
"bls",3
"bluff",3
"blurry",3
"bmi",3
"boardwalk",3
"boasts",3
"boca",3
"bocce",3
"boeing",3
"bogotá",3
"bolton",3
"bon",3
"boogie",3
"booming",3
"booths",3
"borges",3
"borgia",3
"borrowers",3
"bounty",3
"bouts",3
"bowling",3
"boxed",3
"boxers",3
"boycott",3
"boyd",3
"brag",3
"brahma",3
"brahmauea",3
"bray",3
"breach",3
"breeds",3
"brent",3
"brie",3
"brittany",3
"broadband",3
"brokeback",3
"brotha",3
"brow",3
"brushes",3
"bucket",3
"budapest",3
"buddies",3
"builds",3
"bulletin",3
"bullpen",3
"bumper",3
"bumpy",3
"bun",3
"bunny",3
"burden",3
"burrito",3
"burritos",3
"burton",3
"butterflies",3
"c-",3
"cabernet",3
"cabins",3
"cables",3
"cafes",3
"caitlin",3
"calculating",3
"calculus",3
"calf",3
"californian",3
"caller",3
"calmly",3
"camaraderie",3
"camels",3
"cammy",3
"camped",3
"candles",3
"canine",3
"canned",3
"cannon",3
"canopy",3
"cantonese",3
"canvas",3
"cao",3
"capsule",3
"captivity",3
"carbon",3
"cardboard",3
"cardiac",3
"cardinal",3
"cardiovascular",3
"cardozo",3
"cargo",3
"carpenter",3
"carriers",3
"carson",3
"cartoons",3
"carved",3
"carving",3
"cascade",3
"casts",3
"catalog",3
"catastrophe",3
"catered",3
"catnip",3
"cautious",3
"cava",3
"caverhill",3
"caves",3
"cds",3
"ceilings",3
"celebrations",3
"celery",3
"census",3
"centered",3
"cerf",3
"certification",3
"cg",3
"champs",3
"chanel",3
"changer",3
"chardonnay",3
"charging",3
"charitable",3
"charts",3
"chavez",3
"cheated",3
"chemicals",3
"cherish",3
"cherished",3
"chesterfield",3
"chewy",3
"chic",3
"chi",3
"chiller",3
"chills",3
"chipotle",3
"choo",3
"chores",3
"chuck",3
"chunky",3
"churchs",3
"churning",3
"cia",3
"cigarettes",3
"cilantro",3
"circled",3
"circuits",3
"circulator",3
"circumspectly",3
"cite",3
"citigroup",3
"citrus",3
"civilization",3
"clams",3
"clarified",3
"clarify",3
"classmate",3
"clause",3
"cleans",3
"cleanup",3
"clearer",3
"clearing",3
"clemons",3
"clemson",3
"clientele",3
"clips",3
"cloak",3
"clooney",3
"close-",3
"closures",3
"clover",3
"clown",3
"clueless",3
"clues",3
"clung",3
"cms",3
"co-chair",3
"co-pays",3
"coating",3
"cocktails",3
"cody",3
"cognac",3
"coincidence",3
"coke",3
"colangelo",3
"collapsing",3
"collectively",3
"colleen",3
"colon",3
"combinations",3
"combo",3
"comcast",3
"comer",3
"comforting",3
"commander",3
"commentary",3
"committees",3
"commonly",3
"commonwealth",3
"communal",3
"communicated",3
"communicating",3
"compact",3
"compensated",3
"competed",3
"competency",3
"competitions",3
"competitively",3
"competitor",3
"compilation",3
"complacent",3
"compliance",3
"composite",3
"compromised",3
"concealed",3
"concentrating",3
"conception",3
"concerts",3
"concussion",3
"condo",3
"condolences",3
"cone",3
"confederate",3
"confinement",3
"confronting",3
"congo",3
"conley",3
"consciously",3
"consciousness",3
"conservancy",3
"consortium",3
"constitutes",3
"constructed",3
"consultants",3
"consume",3
"contamination",3
"contemporaries",3
"continent",3
"continually",3
"controversy",3
"convened",3
"conventional",3
"convincing",3
"cookbook",3
"coolest",3
"cooling",3
"cooperation",3
"coos",3
"copic",3
"copying",3
"cornbread",3
"corpus",3
"correcting",3
"cos",3
"costello",3
"cosy",3
"cottage",3
"cougars",3
"coughing",3
"couldve",3
"countless",3
"coup",3
"coupon",3
"coupons",3
"courthouse",3
"cowboy",3
"cpa",3
"cpt",3
"cr",3
"cracks",3
"crafters",3
"craigslist",3
"cram",3
"crammed",3
"craves",3
"craving",3
"crawl",3
"creatively",3
"creator",3
"creditors",3
"creed",3
"creep",3
"cringe",3
"criteria",3
"critic",3
"criticisms",3
"croatia",3
"crockam",3
"crooked",3
"cross-country",3
"crossing",3
"crossroads",3
"cruddas",3
"crumb",3
"crux",3
"crystal",3
"cu",3
"cuban",3
"cuddle",3
"cue",3
"cuisine",3
"cult",3
"cultivated",3
"cultures",3
"cumin",3
"cupboard",3
"curled",3
"curtail",3
"custodians",3
"cutters",3
"cuttlebug",3
"cyborea",3
"cynthia",3
"dad’s",3
"daisy",3
"damaging",3
"dame",3
"damned",3
"dancer",3
"dances",3
"danish",3
"darcee",3
"darwin",3
"davids",3
"day”",3
"daycare",3
"daydreaming",3
"deaf",3
"dealt",3
"dearly",3
"debacle",3
"debating",3
"debbie",3
"debit",3
"decastro",3
"deceased",3
"decipher",3
"decks",3
"declaring",3
"dedication",3
"deed",3
"deepest",3
"defence",3
"defends",3
"defenses",3
"defiant",3
"deficiencies",3
"deficiency",3
"defining",3
"deftly",3
"dei",3
"dekalb",3
"delaney",3
"delays",3
"delegate",3
"delegation",3
"delete",3
"deli",3
"deliberations",3
"delights",3
"dell",3
"demonstrated",3
"demonstrates",3
"demonstration",3
"den",3
"deng",3
"denials",3
"denim",3
"dens",3
"deprivation",3
"depth",3
"depths",3
"der",3
"derived",3
"deschutes",3
"deserts",3
"deserving",3
"destined",3
"destiny",3
"detect",3
"deter",3
"detergent",3
"determining",3
"detroits",3
"devastated",3
"devoted",3
"devour",3
"di",3
"dialed",3
"diameter",3
"diamonds",3
"diane",3
"dice",3
"diced",3
"diesel",3
"digress",3
"dimora",3
"dine",3
"diplomatic",3
"dirk",3
"disappearing",3
"disasters",3
"discard",3
"discernment",3
"disciples",3
"disciplinary",3
"disconnected",3
"discount",3
"discovering",3
"discretionary",3
"disgrace",3
"disgust",3
"disgusted",3
"disgusting",3
"dislodge",3
"disparate",3
"dispenser",3
"dispersed",3
"displayed",3
"displaying",3
"disregard",3
"dissolve",3
"distinct",3
"distinguish",3
"distinguished",3
"distracting",3
"distribute",3
"distrust",3
"ditch",3
"diva",3
"divisive",3
"doctrine",3
"documentation",3
"dolan",3
"dominating",3
"donovan",3
"doomed",3
"dormant",3
"dorrell",3
"doughnut",3
"dove",3
"downright",3
"downton",3
"drafts",3
"dragging",3
"dragons",3
"draining",3
"drains",3
"drawer",3
"dreaded",3
"dreadful",3
"dresser",3
"drewniak",3
"drilled",3
"dripping",3
"drizzle",3
"drone",3
"drooling",3
"drowned",3
"drs",3
"drumming",3
"drums",3
"dull",3
"duncan",3
"dunn",3
"duo",3
"durant",3
"dusk",3
"dvr",3
"dwell",3
"dynasty",3
"e-book",3
"e-mailed",3
"earhart",3
"earl",3
"earns",3
"earthly",3
"eaters",3
"eats",3
"ebay",3
"echo",3
"ecstatic",3
"edgy",3
"edgar",3
"editions",3
"eduardo",3
"educating",3
"eerie",3
"effected",3
"eggplant",3
"egyptian",3
"einstein",3
"elaborate",3
"elbow",3
"electronically",3
"electronics",3
"elegance",3
"elegant",3
"elevated",3
"elevating",3
"elk",3
"ellis",3
"emailed",3
"embarrass",3
"embarrassment",3
"embezzlement",3
"emerson",3
"emory",3
"employ",3
"emporium",3
"emulate",3
"en",3
"enabled",3
"enclosed",3
"encounters",3
"endowment",3
"energies",3
"enforce",3
"enforced",3
"engel",3
"enlightened",3
"enormously",3
"enriching",3
"ensures",3
"enterprises",3
"entertained",3
"entertainer",3
"entice",3
"entirety",3
"entitlement",3
"entree",3
"entrees",3
"entrepreneur",3
"equinox",3
"ernest",3
"ernesto",3
"erroneous",3
"erupted",3
"escobar",3
"esdc",3
"establish",3
"establishment",3
"eternal",3
"europeans",3
"evacuated",3
"evaluation",3
"evangelicals",3
"evie",3
"evolved",3
"exceeded",3
"exclude",3
"excuses",3
"exhibited",3
"exhibits",3
"exiting",3
"expanded",3
"expedia",3
"expertise",3
"expertly",3
"expire",3
"expiring",3
"exploded",3
"exploration",3
"explosives",3
"expo",3
"exquisite",3
"exterior",3
"external",3
"extremes",3
"faa",3
"facebooks",3
"faction",3
"factual",3
"fade",3
"faded",3
"failures",3
"falcon",3
"falsetto",3
"fandom",3
"fanny",3
"far-fetched",3
"farmhouse",3
"farming",3
"farms",3
"farther",3
"faux",3
"fave",3
"fda",3
"fearful",3
"feast",3
"feat",3
"feathered",3
"federation",3
"feds",3
"feeding",3
"feline",3
"felix",3
"feminist",3
"fennel",3
"fernando",3
"fest",3
"festive",3
"fiddling",3
"fifty",3
"figaro",3
"fighters",3
"figueroa",3
"filmmakers",3
"finely",3
"first-degree",3
"first-quarter",3
"fischer",3
"fishermen",3
"fixing",3
"flakes",3
"flapping",3
"flashy",3
"flattened",3
"fling",3
"flip",3
"flipped",3
"floated",3
"floods",3
"flora",3
"florence",3
"floridas",3
"flows",3
"fluid",3
"flung",3
"flush",3
"flynn",3
"foals",3
"foam",3
"foil",3
"folder",3
"folding",3
"followfriday",3
"fond",3
"fools",3
"footwork",3
"forbes",3
"forecast",3
"forecasts",3
"forestry",3
"forged",3
"forsaken",3
"fortunate",3
"forums",3
"fountain",3
"fragrances",3
"frances",3
"franciscos",3
"franco",3
"frankie",3
"fraternal",3
"fraudulent",3
"frazier",3
"freakin",3
"freeholders",3
"french-",3
"freshmen",3
"frm",3
"frys",3
"funnier",3
"furnishings",3
"furthermore",3
"fury",3
"futures",3
"gabe",3
"gail",3
"gallagher",3
"galleries",3
"gallon",3
"game-high",3
"gameplay",3
"gang-related",3
"garcias",3
"gardening",3
"garrido",3
"gasp",3
"gaze",3
"gdp",3
"geeta",3
"gems",3
"genealogy",3
"gentleman",3
"gentlemen",3
"genuinely",3
"georgetown",3
"gibberish",3
"giddy",3
"gilbert",3
"gill",3
"gina",3
"ginobili",3
"giraffe",3
"girardi",3
"girly",3
"gita",3
"glaze",3
"glimmer",3
"gloom",3
"gloomy",3
"glorious",3
"glutathione",3
"glutinous",3
"gnome",3
"goat",3
"godfather",3
"goodmorning",3
"goose",3
"gospels",3
"grabs",3
"gracious",3
"graders",3
"grains",3
"grammar",3
"grandiose",3
"grandson",3
"granola",3
"gras",3
"grate",3
"grave",3
"greene",3
"greens",3
"greensboro",3
"greets",3
"grief",3
"griffith",3
"grilling",3
"grinders",3
"grog",3
"groom",3
"grooming",3
"grounded",3
"grouped",3
"grumpy",3
"guesses",3
"gundy",3
"gwinnett",3
"haas",3
"hacking",3
"hail",3
"haircut",3
"haji",3
"hale",3
"halibut",3
"hallways",3
"hamstring",3
"hangs",3
"hanson",3
"happily",3
"harassment",3
"hardened",3
"harmful",3
"harp",3
"harrowing",3
"hash",3
"hassle",3
"hats",3
"hauled",3
"haunt",3
"hay",3
"hayes",3
"hazy",3
"headline",3
"headlining",3
"heady",3
"healed",3
"healer",3
"heartbeat",3
"heartland",3
"hearty",3
"heaters",3
"heating",3
"heavens",3
"hebrew",3
"hedge",3
"heidi",3
"heightened",3
"heirloom",3
"helen",3
"helena",3
"helpless",3
"hemingway",3
"hennessy",3
"hen",3
"herbert",3
"herd",3
"hermann",3
"heroine",3
"hetch",3
"hetchy",3
"hiatus",3
"highs",3
"hiit",3
"hiking",3
"hillsboro",3
"hilo",3
"hind",3
"hindsight",3
"hires",3
"hisher",3
"hispanics",3
"historian",3
"historians",3
"hitter",3
"hm",3
"hmmm",3
"hoe",3
"hogan",3
"hoh",3
"holiness",3
"hollys",3
"hologram",3
"home’",3
"homered",3
"honorary",3
"hontex",3
"hooks",3
"hoodie",3
"hoops",3
"hoover",3
"hopeless",3
"hopkins",3
"horde",3
"horns",3
"horrific",3
"hospice",3
"hospitality",3
"hostess",3
"hottest",3
"households",3
"howd",3
"howling",3
"hp",3
"hq",3
"hugely",3
"hugo",3
"humane",3
"humility",3
"huntington",3
"huts",3
"hydrogen",3
"idea”",3
"identifying",3
"idlib",3
"ikea",3
"illicit",3
"illnesses",3
"illustrate",3
"impacted",3
"impacts",3
"impaired",3
"impart",3
"imperialism",3
"implicated",3
"implications",3
"imposed",3
"impoverished",3
"improv",3
"inbreeding",3
"incapable",3
"inception",3
"incidentally",3
"inclusion",3
"incomes",3
"ind",3
"indefinitely",3
"indications",3
"indicative",3
"individually",3
"indonesia",3
"inducted",3
"indulging",3
"inebriated",3
"ineffective",3
"infancy",3
"infant",3
"informing",3
"ingrained",3
"inheritance",3
"initiatory",3
"inject",3
"inlet",3
"insiders",3
"insights",3
"installation",3
"institutionalized",3
"instructors",3
"instrumental",3
"instruments",3
"integral",3
"integrate",3
"intensely",3
"interception",3
"interceptions",3
"interface",3
"interiors",3
"intermediate",3
"intermission",3
"interning",3
"interval",3
"intimacy",3
"intoxicated",3
"introductory",3
"introspection",3
"intuition",3
"invaluable",3
"invasion",3
"invented",3
"invention",3
"invested",3
"investigative",3
"invites",3
"inviting",3
"inwardly",3
"ip",3
"ipod",3
"irelands",3
"irresponsible",3
"irritating",3
"islands",3
"ismay",3
"issa",3
"itchy",3
"iti",3
"ja",3
"jackets",3
"jacksonville",3
"jacobs",3
"jamaica",3
"jamal",3
"jammed",3
"jasper",3
"jays",3
"jc",3
"jelly",3
"jennings",3
"jersey’s",3
"jet",3
"jethro",3
"jewsbury",3
"jigsaw",3
"jill",3
"jingle",3
"jiro",3
"jj",3
"joanne",3
"joan",3
"jobless",3
"jodi",3
"jody",3
"johnsons",3
"johnston",3
"jolly",3
"journalism",3
"joyful",3
"juan",3
"judgements",3
"judicial",3
"judy",3
"juicy",3
"julian",3
"jumper",3
"junction",3
"jung",3
"justified",3
"kai",3
"kaine",3
"kanye",3
"kathleen",3
"katie",3
"katz",3
"kauai",3
"kaufman",3
"kaushalya",3
"kay",3
"kaye",3
"kc",3
"keane",3
"keepers",3
"kendall",3
"keynote",3
"kick-",3
"kidnapped",3
"killings",3
"kiln",3
"kinder",3
"kingdoms",3
"kissimmee",3
"kleenex",3
"know”",3
"knocks",3
"ko",3
"kony",3
"kovalchuk",3
"kraft",3
"kruger",3
"kueatriya",3
"kumarakom",3
"kurt",3
"kuya’s",3
"labeled",3
"labs",3
"lacking",3
"lacrosse",3
"lamar",3
"lambik",3
"lamp",3
"lancers",3
"landmark",3
"landscapes",3
"lang",3
"lastly",3
"lasts",3
"launching",3
"laurie",3
"lautenberg",3
"law-abiding",3
"law-enforcement",3
"layering",3
"layup",3
"leadoff",3
"leafy",3
"learnt",3
"legion",3
"lemons",3
"len",3
"lender",3
"lends",3
"lenses",3
"leo",3
"leslie",3
"lessen",3
"letterman",3
"lex",3
"liberation",3
"librarians",3
"licenses",3
"lieutenant",3
"lieutenants",3
"lifeline",3
"lifting",3
"lifts",3
"lim",3
"lime",3
"lin",3
"linden",3
"lindsay",3
"lingers",3
"lining",3
"listens",3
"literate",3
"littlehampton",3
"liver",3
"lobster",3
"lockout",3
"lodged",3
"loft",3
"logan",3
"logically",3
"lololol",3
"looms",3
"loosely",3
"lorax",3
"lords",3
"lorraine",3
"louder",3
"louisiana",3
"lousy",3
"loveliness",3
"lowly",3
"lucio",3
"lulu",3
"lurking",3
"luther",3
"lutheran",3
"lyrical",3
"macdonald",3
"macys",3
"madrid",3
"mailers",3
"mainland",3
"maker",3
"malaysia",3
"male-dominated",3
"mali",3
"malignant",3
"malley",3
"mamas",3
"man-made",3
"mandy",3
"manicured",3
"manipulation",3
"manly",3
"manmohan",3
"manners",3
"mann",3
"mantle",3
"manufacturer",3
"manufacturers",3
"manuscripts",3
"marc",3
"marginal",3
"marin",3
"maritimes",3
"mark--market",3
"marketed",3
"marlene",3
"marley",3
"marquee",3
"marquez",3
"mars",3
"mart",3
"martinez",3
"marty",3
"marvel",3
"marvelous",3
"massey",3
"mastered",3
"mastering",3
"mat",3
"matches",3
"maureen",3
"maurice",3
"mayoral",3
"mba",3
"mccann",3
"mcclendon",3
"mccoy",3
"mcgowan",3
"meanings",3
"meaningless",3
"mecca",3
"medicaid",3
"medications",3
"meditation",3
"mega",3
"melissa",3
"melts",3
"melvin",3
"meme",3
"men’s",3
"men”",3
"mentors",3
"merchandise",3
"merchant",3
"mercury",3
"merger",3
"merging",3
"merit",3
"merits",3
"messed",3
"metaphor",3
"meteor",3
"mf",3
"mia",3
"mic",3
"mickey",3
"microwave",3
"middleton",3
"midlands",3
"migrate",3
"mikes",3
"milan",3
"mills",3
"mimicking",3
"minced",3
"mindful",3
"miners",3
"minor-league",3
"mins",3
"miranda",3
"mirrors",3
"miserable",3
"misery",3
"misguided",3
"mislead",3
"misplaced",3
"missions",3
"mistaken",3
"mistrial",3
"mitch",3
"mixes",3
"mixtape",3
"mizzou",3
"mke",3
"mob",3
"mock",3
"modesty",3
"moldova",3
"molested",3
"momma",3
"monitoring",3
"monkey",3
"mono",3
"monopoly",3
"monstrous",3
"monterey",3
"monterrey",3
"monuments",3
"moods",3
"morally",3
"moran",3
"moratorium",3
"mortal",3
"mos",3
"mosque",3
"mother--law",3
"mother’s",3
"motorcycle",3
"motorist",3
"motorists",3
"mourned",3
"mri",3
"mta",3
"muck",3
"mud",3
"muffins",3
"mulcahy",3
"mum’s",3
"murderers",3
"murdochs",3
"muscles",3
"muse",3
"mysteries",3
"mythology",3
"nadia",3
"nail",3
"naïve",3
"namely",3
"napping",3
"nascar",3
"nash",3
"nassau",3
"necklace",3
"ned",3
"negotiating",3
"neighboring",3
"netanyahu",3
"netherlands",3
"nets",3
"newman",3
"ngo",3
"nhl",3
"niall",3
"nicknamed",3
"nicole",3
"nintendo",3
"niv",3
"nixon",3
"nl",3
"nm",3
"noma",3
"nominate",3
"non-",3
"nonprofit",3
"nonstop",3
"nora",3
"norm",3
"norms",3
"nosed",3
"notebook",3
"notification",3
"notions",3
"notre",3
"notwithstanding",3
"novelty",3
"nowakowski",3
"nuances",3
"nurses",3
"o’dowd",3
"oatmeal",3
"oats",3
"obamacare",3
"obit",3
"objective",3
"obscurity",3
"observation",3
"observer",3
"observes",3
"obsessed",3
"obstacles",3
"occurs",3
"ofallon",3
"offenders",3
"offending",3
"offenses",3
"offline",3
"offshore",3
"old-school",3
"omalley",3
"ominous",3
"one”",3
"one--akind",3
"one-third",3
"one-time",3
"one-year",3
"ontario",3
"oops",3
"op",3
"open-wheeled",3
"oranges",3
"orbit",3
"organ",3
"organisations",3
"organizational",3
"organizers",3
"orgone",3
"origin",3
"orioles",3
"ornament",3
"orphanage",3
"orthodox",3
"oscars",3
"oslo",3
"ostensibly",3
"oswego",3
"ot",3
"otherworldly",3
"ottawa",3
"outcry",3
"outdoors",3
"outfitted",3
"outgrown",3
"outlets",3
"outposts",3
"outrage",3
"overcrowded",3
"overland",3
"overlooking",3
"overlooks",3
"overworked",3
"owl",3
"owning",3
"ows",3
"oxygen",3
"oyster",3
"ozark",3
"ozzie",3
"pac-",3
"packages",3
"packaging",3
"paddy",3
"pains",3
"painters",3
"pajamas",3
"pakistani",3
"pals",3
"panda",3
"pantry",3
"paperwork",3
"paradise",3
"paramedics",3
"parameters",3
"paratext",3
"parcel",3
"parish",3
"parrot",3
"parsons",3
"participant",3
"partisan",3
"passengers",3
"passions",3
"passive",3
"passover",3
"patches",3
"pathetic",3
"patina",3
"patterned",3
"pattisons",3
"pattys",3
"pau",3
"paula",3
"pauls",3
"pause",3
"payne",3
"payout",3
"pears",3
"peculiar",3
"pedestrian",3
"pediatrician",3
"peeled",3
"peggy",3
"penang",3
"pendant",3
"penguins",3
"perception",3
"perceptions",3
"perez",3
"perfectionist",3
"perfecting",3
"permanently",3
"perpetually",3
"perron",3
"perrys",3
"persevere",3
"personalities",3
"pervasive",3
"pharmaceutical",3
"pharmacy",3
"phenomenal",3
"philadelphias",3
"photographed",3
"pianist",3
"pickup",3
"pieced",3
"pier",3
"pierced",3
"pike",3
"piled",3
"piller",3
"pine",3
"pint",3
"pints",3
"pits",3
"pizzas",3
"placement",3
"plantation",3
"plight",3
"plucking",3
"plugin",3
"plunged",3
"plz",3
"pm-pm",3
"pneumonia",3
"pockets",3
"podium",3
"pod",3
"poison",3
"poke",3
"politician",3
"pollution",3
"polly",3
"ponder",3
"poppies",3
"poppins",3
"poppy",3
"populated",3
"populations",3
"porgy",3
"portals",3
"portman",3
"portrayed",3
"portraying",3
"poseidon",3
"positioned",3
"positioning",3
"possess",3
"possessions",3
"potent",3
"pottery",3
"pouncing",3
"pp",3
"practicum",3
"practitioners",3
"pranks",3
"praxis",3
"prayerfully",3
"pre-",3
"preacher",3
"preachers",3
"precinct",3
"precise",3
"precision",3
"predators",3
"predecessor",3
"predict",3
"predictable",3
"predicting",3
"prediction",3
"predominantly",3
"prefers",3
"preliminary",3
"premiums",3
"prescott",3
"presenting",3
"presided",3
"president’s",3
"presumed",3
"pretended",3
"preterm",3
"pretzel",3
"pretzels",3
"prevalent",3
"prevents",3
"prey",3
"prez",3
"pricing",3
"priests",3
"primitive",3
"princesses",3
"printer",3
"priorities",3
"prisoner",3
"private-sector",3
"pro-",3
"proactive",3
"probable",3
"proceeding",3
"processes",3
"procession",3
"proclaim",3
"produces",3
"profession",3
"profoundly",3
"progression",3
"prohibition",3
"projections",3
"promo",3
"promos",3
"promoted",3
"promotes",3
"prompt",3
"promptly",3
"prompts",3
"prosecuted",3
"prosperity",3
"prostate",3
"protagonist",3
"protocol",3
"proves",3
"psalms",3
"pseudonym",3
"psychological",3
"ptsd",3
"pucks",3
"puerto",3
"puffs",3
"punches",3
"punctuated",3
"punishment",3
"puns",3
"puppets",3
"purchases",3
"pursued",3
"pushy",3
"puzzled",3
"qa",3
"quake",3
"qualification",3
"qualities",3
"quebec",3
"queries",3
"queue",3
"quilting",3
"quinns",3
